t_ms,label,f1,f2,f3,f4,f5,ax,ay,az,gx,gy,gz
822,2,1334,1,0,0,0,1.06,9.79,-0.48,-0.06,0.03,0.00
842,2,1332,0,0,0,6,1.07,9.66,-0.49,-0.07,0.04,0.01
862,2,1340,0,0,0,2,1.04,9.65,-0.52,-0.04,0.04,0.00
882,2,1329,1,0,0,0,1.06,9.65,-0.60,-0.02,0.03,-0.02
902,2,1333,0,7,1,10,1.01,9.82,-0.42,-0.02,0.03,-0.02
922,2,1331,0,0,7,0,1.07,9.75,-0.54,-0.03,0.05,-0.01
942,2,1329,17,8,0,1,1.11,9.78,-0.48,-0.02,0.05,-0.02
962,2,1330,1,0,9,5,1.05,9.85,-0.49,-0.02,0.06,-0.03
982,2,1335,0,0,0,13,1.06,9.78,-0.50,-0.01,0.06,-0.02
1002,2,1338,0,13,0,7,1.14,9.83,-0.42,-0.01,0.05,-0.01
1022,2,1335,6,21,1,1,1.15,9.93,-0.50,-0.02,0.06,-0.01
1042,2,1330,0,0,0,0,1.15,9.90,-0.48,-0.03,0.08,-0.00
1062,2,1345,10,4,0,0,1.03,9.94,-0.41,-0.04,0.07,0.00
1082,2,1336,10,11,4,6,1.05,9.96,-0.44,-0.04,0.06,0.01
1102,2,1328,0,9,0,0,1.04,9.88,-0.24,-0.03,0.05,0.03
1122,2,1347,9,14,3,14,1.01,9.73,-0.30,-0.04,0.04,0.04
1142,2,1345,0,15,0,0,0.96,9.79,-0.40,-0.04,0.02,0.04
1162,2,1330,0,2,2,6,0.98,9.88,-0.40,-0.05,0.01,0.03
1182,2,1354,5,0,8,4,1.07,9.92,-0.46,-0.07,0.02,0.04
1202,2,1337,2,2,1,8,1.00,9.85,-0.50,-0.07,0.02,0.05
1222,2,1348,0,0,1,0,1.04,9.69,-0.41,-0.05,0.01,0.06
1242,2,1334,0,0,5,0,1.06,9.64,-0.38,-0.05,0.01,0.05
1262,2,1337,8,11,0,2,1.01,9.68,-0.37,-0.03,-0.00,0.03
1282,2,1342,11,0,0,0,1.03,9.84,-0.44,-0.05,-0.00,0.02
1302,2,1337,0,2,2,11,1.01,9.81,-0.40,-0.07,-0.00,0.02
1322,2,1343,0,0,0,0,1.04,9.81,-0.32,-0.06,-0.01,0.03
1342,2,1346,3,11,3,2,1.10,9.84,-0.44,-0.05,-0.01,0.04
1362,2,1348,0,0,1,0,1.05,9.89,-0.36,-0.03,-0.03,0.04
1382,2,1350,2,1,0,0,1.16,10.13,-0.52,-0.04,-0.03,0.05
1402,2,1341,0,3,1,1,1.19,10.11,-0.44,-0.08,-0.04,0.09
1422,2,1340,0,0,0,0,1.25,10.30,-0.37,-0.08,-0.03,0.12
1442,2,1347,1,0,0,0,1.44,10.27,-0.34,-0.10,-0.04,0.17
1462,2,1341,2,1,0,7,1.45,10.27,-0.24,-0.08,-0.08,0.22
1482,2,1341,4,6,0,0,1.59,10.43,-0.31,-0.07,-0.08,0.25
1502,2,1344,0,0,9,0,1.70,10.49,-0.17,-0.15,-0.08,0.28
1522,2,1342,1,0,0,0,1.65,10.74,-0.23,-0.28,-0.01,0.32
1542,2,1330,3,8,0,0,1.85,10.58,-0.08,-0.38,0.04,0.37
1562,2,1337,3,1,14,0,1.83,10.22,-0.07,-0.46,0.08,0.42
1582,2,1331,8,3,1,0,1.68,9.89,-0.02,-0.46,0.10,0.45
1602,2,1346,5,18,0,0,1.65,9.80,-0.06,-0.40,0.03,0.47
1622,2,1346,9,5,5,8,1.65,9.59,0.04,-0.36,-0.02,0.47
1642,2,1339,6,1,0,0,1.80,9.76,0.07,-0.30,-0.04,0.47
1662,2,1337,0,4,8,5,1.83,9.79,0.06,-0.26,-0.05,0.45
1682,2,1350,1,11,0,7,1.88,9.93,0.18,-0.24,-0.06,0.46
1702,2,1349,2,7,0,1,2.12,10.06,0.26,-0.24,-0.09,0.51
1722,2,1352,0,22,0,12,2.28,10.01,0.24,-0.26,-0.12,0.55
1742,2,1342,0,0,0,6,2.56,9.95,0.47,-0.29,-0.11,0.58
1762,2,1352,5,19,12,0,2.66,9.80,0.63,-0.29,-0.05,0.54
1782,2,1337,0,1,2,2,2.72,9.94,0.69,-0.26,-0.04,0.51
1802,2,1357,0,4,6,8,2.89,10.37,0.66,-0.21,-0.12,0.55
1822,2,1342,6,18,7,13,3.27,10.52,0.68,-0.20,-0.19,0.62
1842,2,1354,1,1,0,0,3.47,10.35,0.77,-0.22,-0.16,0.69
1862,2,1359,0,19,1,12,3.18,9.90,2.44,-0.11,-0.25,0.75
1882,2,1353,1,12,0,18,3.74,9.93,0.85,-0.13,-0.14,0.78
1902,2,1356,0,0,0,1,3.83,10.27,0.72,-0.13,-0.17,0.80
1922,2,1355,1,0,3,7,3.79,10.56,0.69,-0.21,-0.18,0.84
1942,2,1354,0,18,0,6,3.81,11.46,0.18,-0.21,-0.18,0.88
1962,2,1358,0,0,1,11,4.53,12.73,-0.11,-0.02,-0.36,0.81
1982,2,1353,13,11,1,0,5.80,12.23,0.32,-0.00,-0.60,0.95
2002,2,1338,0,1,9,5,7.42,12.61,0.09,0.01,-0.46,1.43
2022,2,1351,0,5,0,1,8.56,13.62,0.47,-0.11,-0.06,1.98
2042,2,1353,685,0,0,4,8.37,13.29,1.16,-0.64,0.25,2.34
2062,2,1338,1329,4,7,0,8.53,11.94,1.39,-1.20,0.47,2.49
2082,2,1351,1156,0,0,0,8.43,11.04,1.86,-1.26,0.32,2.64
2102,2,1351,0,21,0,10,8.41,9.57,2.13,-1.40,0.16,2.82
2122,2,1355,0,3,6,46,9.00,8.93,1.86,-1.76,0.01,3.13
2142,2,1350,7,10,0,1264,8.36,7.69,2.42,-2.05,0.18,3.27
2162,2,1354,474,258,13,1522,6.50,6.21,2.73,-2.51,0.15,3.27
2182,2,1338,658,1085,0,1833,6.03,5.81,2.60,-2.97,-0.50,2.98
2202,2,1303,797,1616,831,2121,4.39,3.94,4.31,-4.25,-0.89,2.93
2222,2,1213,787,1842,907,2531,6.23,2.69,2.31,-4.36,-0.54,2.43
2242,2,1326,793,2020,1517,2699,5.06,0.35,2.24,-4.37,0.09,1.72
2262,2,1319,894,2077,1801,2801,2.02,-2.28,2.22,-4.37,-0.09,0.76
2282,2,1206,959,2246,2139,2889,1.49,-3.55,1.78,-4.24,-0.88,0.17
2302,2,1252,1022,2536,2258,2925,3.44,-4.43,0.06,-1.36,-0.81,-0.48
2322,2,1295,898,2620,2322,2937,3.13,-3.25,0.34,0.04,-0.75,-0.80
2342,2,1274,506,2649,2407,2935,2.72,-3.54,3.18,0.07,-0.96,-1.36
2362,2,1217,511,2666,2506,2933,2.74,-2.11,1.75,0.19,-0.52,-1.95
2382,2,1218,228,2665,2517,2942,2.22,-1.18,1.53,0.41,0.00,-2.68
2402,2,1243,8,2666,2570,2947,1.82,0.98,1.50,1.13,0.10,-3.26
2422,2,1290,0,2667,2586,2953,2.37,3.00,1.64,1.72,-0.11,-3.48
2442,2,1168,0,2676,2591,2955,3.06,5.62,2.16,1.65,-0.42,-3.34
2462,2,1235,0,2667,2624,2956,11.10,12.37,-1.04,1.85,0.46,-2.98
2482,2,1242,12,2651,2654,2931,3.05,13.01,2.04,2.11,0.27,-3.02
2502,2,1403,0,2675,2621,2914,2.90,15.58,1.18,2.48,-0.36,-2.72
2522,2,1552,8,2702,2640,2935,5.17,17.89,-0.34,1.85,-0.62,-1.76
2542,2,1619,14,2729,2638,2930,6.51,17.18,-0.91,0.92,-0.71,-0.91
2562,2,1687,0,2729,2636,2934,6.17,14.73,-1.04,0.01,0.17,-0.24
2582,2,1617,6,2742,2645,2938,6.44,12.06,-0.72,-0.60,0.24,-0.09
2602,2,1537,0,2745,2655,2939,7.01,9.93,-0.72,-0.50,0.25,0.02
2622,2,1305,11,2742,2668,2935,6.72,9.03,-0.36,0.10,0.35,0.18
2642,2,1307,0,2726,2672,2941,6.34,9.01,0.03,0.50,0.30,0.29
2662,2,1315,25,2732,2686,2938,5.86,9.75,0.47,0.47,0.44,0.36
2682,2,1306,1,2741,2699,2939,5.73,9.84,0.43,0.23,0.73,0.50
2702,2,1294,1,2731,2686,2938,5.32,9.78,0.29,0.25,1.05,0.55
2722,2,1362,6,2668,2654,2934,5.12,9.57,0.44,0.38,1.02,0.58
2742,2,1380,0,2655,2643,2930,5.11,10.38,-0.64,0.98,1.29,0.73
2762,2,1363,0,2658,2625,2910,5.26,10.05,-1.51,1.40,1.33,0.98
2782,2,1320,0,2614,2585,2895,5.14,10.00,-1.18,1.82,1.77,1.22
2802,2,1347,7,2586,2567,2898,5.02,10.47,-2.38,1.97,2.30,1.31
2822,2,1332,0,2545,2541,2885,5.14,9.58,-2.15,2.26,2.58,1.67
3826,2,2116,2614,2922,3079,3009,6.36,5.85,3.70,-0.39,-0.22,-0.04
3846,2,2088,2661,2942,3054,3009,6.54,5.71,4.00,-0.52,-0.47,0.01
3866,2,2158,2727,2950,3050,3013,6.90,5.27,3.88,-0.24,-0.41,0.08
3886,2,2089,2840,2946,3062,3015,7.23,5.79,4.24,-0.01,-0.41,0.09
3906,2,2047,2946,2894,3062,3013,7.20,6.39,4.25,-0.00,-0.34,0.01
3926,2,2104,2979,2894,3071,3018,7.32,6.53,4.53,-0.16,-0.18,-0.12
3946,2,2122,3012,2820,3063,3017,7.13,6.37,4.79,-0.29,-0.19,-0.23
3966,2,2116,3015,2823,3057,3010,7.44,6.01,4.38,-0.31,-0.26,-0.17
3986,2,2083,3011,2822,3062,3011,7.90,5.84,3.84,-0.19,-0.33,-0.02
4006,2,2109,2984,2822,3056,3023,7.54,5.83,3.85,-0.17,-0.36,0.02
4026,2,2086,2954,2809,3055,3022,7.16,5.35,4.23,-0.25,-0.32,0.06
4046,2,2070,2936,2812,3045,3023,6.56,5.01,4.49,-0.27,-0.47,0.09
4066,2,2035,2910,2808,3034,3024,6.16,5.13,4.46,-0.07,-0.73,0.19
4086,2,2016,2859,2836,3033,3032,5.10,4.51,4.12,0.37,-1.00,0.24
4106,2,1826,2593,2789,3014,3030,6.37,5.30,3.76,0.45,-0.96,0.32
4126,2,1812,2320,2750,2993,3032,5.74,5.27,3.82,0.40,-0.84,0.18
4146,2,1634,1398,2717,2983,3021,5.57,5.71,3.75,0.09,-0.82,0.00
4166,2,1613,461,2661,2971,3018,5.19,5.28,3.47,-0.09,-0.98,-0.15
4186,2,1584,1200,2579,2963,2994,4.64,4.72,3.49,-0.19,-1.14,-0.31
4206,2,1524,1078,2656,2921,2966,4.44,4.53,3.03,-0.06,-1.33,-0.42
4226,2,1222,495,2531,2696,2924,4.58,4.70,2.50,0.04,-1.53,-0.47
4246,2,1238,119,2510,2498,2852,4.41,4.74,2.35,0.15,-1.74,-0.67
4266,2,1284,55,2510,2396,2765,4.58,5.26,1.58,0.05,-1.92,-0.93
4286,2,1353,18,2440,2371,2713,5.16,6.21,1.10,-0.05,-2.15,-1.20
4306,2,1360,6,2314,2232,2563,6.11,6.63,0.57,-0.08,-2.30,-1.36
4326,2,1202,1258,2260,2142,2328,7.18,7.22,-0.27,-0.11,-2.45,-1.44
4346,2,1247,1444,2034,1913,1886,7.70,8.88,-0.47,-0.10,-2.42,-1.44
4366,2,1208,1201,1907,1440,1761,8.94,9.93,-1.41,-0.05,-2.27,-1.59
4386,2,1258,997,1694,1252,1572,8.59,10.07,-1.16,-0.40,-2.12,-1.59
4406,2,1270,865,1535,991,1569,10.61,9.93,6.75,-0.65,-2.16,-1.85
4426,2,1306,0,1339,987,1458,9.56,11.39,-0.76,-1.01,-2.24,-0.90
4446,2,1299,1,1273,780,1189,10.66,12.38,-0.53,-1.28,-2.67,-0.39
4466,2,1266,1,1057,0,778,11.04,12.36,0.74,-1.88,-3.19,0.32
4486,2,1180,4,890,0,718,11.82,12.38,2.65,-2.53,-3.38,0.72
4506,2,1157,4,852,7,201,13.29,12.93,2.13,-2.23,-2.23,1.12
4526,2,1201,1263,782,0,0,14.26,14.30,1.80,-2.39,-0.11,1.56
4546,2,1255,752,742,0,16,14.17,13.22,0.84,-3.71,0.64,1.25
4566,2,1255,1696,694,9,27,11.40,11.33,2.04,-4.37,0.31,1.81
4586,2,1239,2373,579,2,925,10.73,10.83,1.18,-4.37,0.34,2.36
4606,2,1245,2701,616,3,1694,10.12,10.03,1.38,-4.37,-0.30,3.04
4626,2,1252,2761,251,0,1785,9.57,8.38,2.08,-3.96,-0.41,3.31
4646,2,1276,2793,653,1,1827,8.19,7.10,2.27,-3.61,0.01,3.21
4666,2,1309,2926,819,13,2352,6.72,5.99,2.37,-4.26,-0.38,3.09
4686,2,1338,2984,1160,802,2539,5.32,4.39,2.12,-4.37,-0.42,2.65
4706,2,1369,3004,1236,868,2756,2.82,1.53,3.73,-4.37,-1.38,2.24
4726,2,1333,3014,1550,1512,2850,3.22,-0.96,2.94,-4.37,-1.43,1.45
4746,2,1349,3031,1804,1839,2974,2.04,-2.63,0.46,-4.37,-1.31,-0.02
4766,2,1282,3050,1945,2147,2992,1.81,-4.13,0.18,-2.37,-1.20,-0.32
4786,2,1233,3056,2043,2265,3009,2.98,-4.57,-0.80,-1.33,-0.94,-0.87
4806,2,1270,3062,2279,2361,3034,1.21,-5.10,-0.04,-0.71,-0.50,-1.60
4826,2,1498,3054,2427,2456,3031,0.82,-4.22,-0.56,-0.11,-0.21,-2.41
4846,2,1650,3054,2559,2470,3027,1.38,-3.11,0.13,0.17,-0.34,-3.11
4866,2,1661,3043,2581,2502,3031,2.36,-1.55,0.71,0.60,-0.42,-3.33
4886,2,1718,3037,2598,2483,3021,2.16,1.94,1.71,1.90,0.06,-3.39
4906,2,1671,3039,2682,2404,3019,1.61,4.62,2.04,1.89,-0.21,-4.27
4926,2,1698,3041,2717,2340,3019,2.49,6.44,1.95,1.96,-0.22,-4.37
4946,2,1687,3041,2708,2349,3014,3.26,10.42,1.75,2.68,-0.23,-4.37
4966,2,1697,3042,2723,2388,3012,5.09,15.22,0.19,3.31,-0.69,-3.16
4986,2,1580,3036,2743,2361,3012,15.35,17.94,0.27,2.79,0.82,-1.17
5006,2,1651,3020,2763,2277,3008,6.34,18.36,-1.69,1.06,-0.41,-1.35
5026,2,1682,3019,2767,2174,3014,7.85,15.61,-1.24,-0.65,-0.58,-1.09
5046,2,1590,3025,2765,2110,3012,7.76,13.95,-0.67,0.07,0.38,-0.77
5066,2,1548,3022,2755,2006,3014,8.77,13.35,-1.55,0.15,0.24,-0.54
5086,2,1218,3012,2711,2022,3005,8.21,12.44,-0.95,0.56,0.06,0.08
5106,2,1227,3006,2697,2105,3000,7.52,11.42,-0.77,0.44,0.23,0.46
5126,2,1235,2997,2641,2164,2993,6.65,10.34,-0.76,0.24,0.89,0.46
5146,2,1300,2985,2581,2285,2981,5.93,10.05,-2.00,0.57,1.48,0.64
5166,2,1228,2963,2600,2274,2978,5.89,10.89,-2.62,1.21,1.63,0.83
5186,2,1387,2954,2605,2232,2981,6.27,12.06,-3.42,1.80,1.87,1.28
5206,2,1255,2908,2616,2226,2981,5.50,10.86,-2.75,2.08,2.46,1.60
5226,2,868,2869,2610,2296,2977,5.78,11.61,-3.35,2.19,3.20,1.64
5246,2,864,2782,2622,2268,2979,5.81,10.17,-4.19,2.24,4.05,1.94
5266,2,853,2573,2630,2306,2973,6.38,8.70,-5.47,2.40,4.37,1.81
5286,2,830,2102,2649,2382,2973,7.11,8.08,-3.81,2.81,4.37,1.80
5306,2,910,897,2638,2388,2971,6.12,7.23,-2.21,3.50,4.37,1.83
5326,2,934,0,2658,2374,2969,5.54,6.70,-0.96,4.23,4.37,2.21
5346,2,1217,0,2665,2378,2965,3.76,6.61,2.43,3.55,4.37,2.21
5366,2,1274,0,2652,2375,2964,4.54,6.51,3.82,3.01,4.37,2.11
5386,2,1314,2,2634,2351,2964,3.23,4.92,5.80,2.79,3.12,1.67
5406,2,1235,2,2633,2351,2959,4.01,6.65,6.25,2.93,2.54,1.38
5426,2,1115,1,2620,2353,2960,2.96,7.42,8.39,2.44,2.08,1.15
5446,2,890,4,2620,2355,2970,2.75,6.29,8.37,1.59,2.32,0.78
5466,2,1083,0,2615,2371,2967,2.83,5.89,8.25,1.00,2.28,0.50
5486,2,889,475,2583,2403,2962,3.04,6.80,8.48,1.33,1.89,0.49
5506,2,1400,991,2570,2389,2957,3.06,7.49,8.19,1.20,1.19,0.49
5526,2,1418,747,2521,2450,2959,3.89,7.61,8.01,0.84,0.88,0.40
5546,2,1476,2,2732,2807,2966,2.62,7.04,9.40,0.41,0.40,0.15
5566,2,1501,0,2790,2862,2973,2.66,7.69,8.95,-0.12,-0.58,0.10
5586,2,1509,3,2801,2931,2978,4.37,6.80,6.65,-0.27,-0.68,0.02
5606,2,1511,0,2810,2942,2979,5.51,6.71,4.30,-0.35,-0.52,-0.10
5626,2,1434,238,2782,2940,2978,6.99,6.39,2.85,-0.25,-0.37,-0.23
5646,2,1643,2683,2790,2928,2981,7.71,6.01,2.16,-0.22,-0.09,-0.21
5666,2,1668,2887,2754,2942,2977,7.51,5.34,2.52,-0.25,0.26,-0.24
5686,2,1731,2889,2739,2974,2981,7.66,5.77,3.18,-0.07,-0.12,-0.12
5706,2,1540,2906,2759,3002,2982,6.97,5.14,4.67,0.46,-0.20,-0.02
5726,2,1455,2918,2813,3024,2980,7.87,6.50,5.06,0.35,-0.53,-0.05
5746,2,2031,2923,2819,3027,2986,7.79,6.52,5.11,-0.13,-0.47,-0.08
5766,2,2061,2910,2815,3033,2987,8.13,6.24,4.06,-0.47,-0.21,-0.07
5786,2,2138,2917,2821,3030,2990,8.34,5.89,3.48,-0.22,-0.07,-0.05
5806,2,2146,2905,2821,3032,2987,7.97,5.44,3.91,-0.04,-0.03,0.06
5826,2,2182,2892,2829,3035,2980,7.34,5.06,4.14,-0.02,-0.10,0.15
6830,2,1413,20,0,5,0,5.46,12.79,-2.86,0.19,-0.96,-0.88
6850,2,1404,0,0,0,3,5.04,12.66,-2.94,0.19,-0.98,-0.82
6870,2,1340,0,0,0,0,4.92,12.34,-2.90,-0.02,-1.07,-0.62
6890,2,1327,0,3,0,0,5.12,11.93,-2.39,-0.39,-1.10,-0.34
6910,2,1283,0,18,3,4,5.01,11.35,-1.85,-0.58,-0.79,-0.12
6930,2,1278,0,1,1,1,4.63,10.91,-1.44,-0.29,-0.29,-0.01
6950,2,1285,1,0,3,3,4.13,10.57,-1.61,-0.13,-0.02,0.06
6970,2,1282,1,6,0,0,3.67,9.97,-1.39,-0.21,0.04,0.12
6990,2,1277,5,0,0,0,3.44,9.56,-1.17,-0.17,0.10,0.14
7010,2,1288,2,0,1,3,3.06,9.42,-1.29,-0.07,0.07,0.16
7030,2,1302,0,1,3,0,2.91,9.65,-1.29,-0.13,-0.02,0.20
7050,2,1291,3,13,0,1,2.69,9.63,-1.34,-0.18,-0.09,0.24
7070,2,1285,2,9,0,1,2.64,9.70,-1.40,-0.20,-0.19,0.31
7090,2,1310,0,4,2,5,2.97,9.98,-1.14,-0.35,-0.33,0.37
7110,2,1298,0,2,3,0,4.30,10.99,-1.18,-0.21,-0.59,0.46
7130,2,1278,2,1,1,7,4.96,12.31,-0.42,-0.04,-0.76,0.70
7150,2,1314,1,0,0,0,6.33,14.49,0.41,0.02,-0.92,1.17
7170,2,1336,0,3,0,2,7.92,15.25,-0.18,-0.61,-1.11,1.80
7190,2,1309,560,1,2,1,9.83,17.38,2.72,-1.89,-2.21,2.83
7210,2,1248,1326,5,3,0,8.74,14.55,-0.35,-1.22,-0.74,3.08
7230,2,1210,2326,0,2,0,8.74,14.00,-1.15,-2.04,-0.41,3.67
7250,2,548,2578,3,0,399,9.04,14.74,-0.22,-1.74,0.24,3.90
7270,2,521,2657,0,2,1052,8.47,13.97,-1.07,-2.39,0.93,4.37
7290,2,478,2765,145,0,1429,7.68,12.44,-0.63,-2.71,1.44,4.22
7310,2,506,2837,402,0,1754,7.29,9.45,-0.04,-3.16,2.22,4.06
7330,2,984,2900,1084,7,1866,6.03,7.07,0.88,-3.43,1.86,4.11
7350,2,1095,2936,1221,644,2471,5.00,6.29,1.18,-4.14,1.18,3.97
7370,2,1623,2973,1727,914,2791,4.14,5.26,2.50,-3.83,-0.22,3.90
7390,2,1265,2997,2018,1166,2911,3.69,2.48,1.35,-3.71,-1.03,3.77
7410,2,1312,3009,2102,1503,2926,3.43,0.42,1.53,-3.70,-1.18,3.23
7430,2,1285,3011,2253,1924,2933,3.87,-3.26,1.02,-3.42,-0.73,2.85
7450,2,1341,3024,2354,2109,2925,2.55,-4.37,1.37,-2.11,0.12,2.02
7470,2,1328,3017,2379,2212,2931,2.99,-3.98,0.67,-1.60,0.09,0.83
7490,2,1244,3026,2398,2251,2943,2.49,-5.56,0.46,-1.71,-0.54,-0.19
7510,2,1271,3000,2404,2272,2948,2.50,-5.40,0.77,-0.67,-0.33,-1.13
7530,2,1270,2994,2421,2292,2961,2.73,-4.01,0.43,0.34,-0.54,-1.69
7550,2,1236,2990,2424,2309,2961,2.61,-3.38,0.50,0.75,-0.74,-2.10
7570,2,1236,2989,2422,2337,2969,2.27,-2.34,1.14,1.01,-0.83,-2.70
7590,2,1230,2987,2428,2341,2957,1.94,-0.58,1.87,1.21,-0.86,-3.54
7610,2,1213,2984,2421,2321,2952,2.08,0.91,2.10,1.26,-0.86,-4.37
7630,2,1231,2986,2424,2311,2949,2.28,2.54,1.20,1.60,-0.79,-4.37
7650,2,1245,2982,2460,2312,2933,2.65,8.12,0.47,2.57,-1.00,-4.37
7670,2,1278,2987,2414,2290,2930,2.74,12.86,0.80,3.45,-1.29,-4.37
7690,2,1305,2984,2398,2211,2940,3.17,18.01,-0.95,3.60,-1.56,-4.36
7710,2,1272,2961,2419,2142,2946,5.82,22.16,-2.42,3.12,-1.18,-1.73
7730,2,1275,2956,2440,2156,2953,11.41,19.81,-6.03,1.58,-0.08,0.01
7750,2,1230,2956,2431,2153,2949,6.75,15.65,-4.05,-1.75,-0.08,0.58
7770,2,1233,2946,2451,2145,2951,7.32,9.82,-2.73,-1.72,1.38,0.23
7790,2,1255,2940,2453,2164,2941,6.98,8.50,-2.21,-1.69,1.50,-0.57
7810,2,1273,2930,2460,2196,2946,7.23,8.50,-2.42,-0.46,0.67,-0.33
7830,2,1278,2914,2469,2221,2941,7.67,9.60,-2.30,1.22,0.66,0.20
7850,2,1365,2896,2469,2246,2943,6.44,11.02,-2.09,1.57,0.54,0.63
7870,2,1305,2882,2498,2255,2940,5.94,11.38,-2.27,1.34,0.80,0.69
7890,2,1295,2876,2476,2259,2946,5.88,10.82,-2.85,1.10,1.71,0.62
7910,2,1311,2846,2469,2282,2954,6.33,10.58,-4.06,1.08,2.39,0.65
7930,2,1433,2798,2468,2281,2937,6.12,10.46,-3.95,1.42,2.89,0.83
7950,2,1418,2744,2461,2237,2935,6.18,10.53,-3.92,1.80,2.93,1.15
7970,2,1435,2636,2466,2219,2934,4.99,9.66,-2.60,2.28,2.99,1.62
7990,2,1436,2567,2467,2254,2950,6.75,9.35,0.83,3.66,3.51,0.85
8010,2,1469,2541,2464,2217,2949,6.69,6.44,-4.06,2.79,3.46,1.04
8030,2,1503,2429,2455,2237,2944,7.25,8.23,-0.98,3.43,4.37,0.88
8050,2,1436,2187,2485,2284,2929,5.12,6.53,-0.92,3.26,4.37,1.10
8070,2,1307,1687,2485,2326,2932,5.38,7.85,0.05,2.49,4.37,0.99
8090,2,1531,1518,2501,2384,2932,5.95,6.77,1.86,2.52,4.03,0.90
8110,2,1427,1501,2475,2397,2936,5.45,6.12,3.36,2.45,4.20,0.99
8130,2,1388,1443,2472,2364,2941,4.64,6.17,3.83,2.64,4.30,1.05
8150,2,1323,1413,2459,2373,2946,3.86,6.79,5.80,2.36,3.63,1.06
8170,2,1002,1284,2451,2378,2951,3.64,5.83,6.68,2.48,3.22,0.93
8190,2,505,1001,2435,2371,2958,8.92,6.40,0.63,2.58,3.40,0.46
8210,2,660,1279,2424,2370,2959,3.19,6.94,7.86,2.32,2.16,0.37
8230,2,1099,1278,2422,2381,2959,3.76,7.60,6.56,1.63,1.07,-0.08
8250,2,1187,1197,2484,2465,2961,3.45,6.96,6.49,0.64,1.70,-0.07
8270,2,1382,898,2712,2568,2963,0.78,6.44,10.44,-0.15,1.70,-0.29
8290,2,1561,3,2738,2690,2955,1.23,8.48,10.93,-0.02,-0.17,0.13
8310,2,1898,1,2775,2782,2947,3.95,7.99,7.08,0.39,-1.08,0.39
8330,2,1888,1827,2772,2768,2945,5.13,7.76,3.46,0.01,-0.62,0.11
8350,2,1954,5,2767,2684,2943,7.41,8.55,1.69,-0.55,-0.04,-0.25
8370,2,1845,2596,2727,2666,2947,7.89,7.34,1.80,-0.83,0.53,-0.24
8390,2,1920,2706,2641,2666,2937,6.95,5.59,2.39,-0.58,0.58,-0.12
8410,2,1865,2719,2674,2668,2932,7.28,5.39,2.84,-0.01,0.06,0.05
8430,2,1926,2739,2720,2683,2936,7.57,5.35,3.36,0.62,-0.18,0.14
8450,2,1718,2798,2664,2780,2934,7.83,6.04,3.66,0.46,-0.21,0.02
8470,2,1836,2787,2710,2793,2939,7.83,6.14,3.63,-0.17,0.00,-0.15
8490,2,2012,2707,2725,2785,2943,7.82,6.01,3.49,-0.36,-0.03,-0.12
8510,2,2009,2674,2731,2782,2940,7.78,5.95,3.27,-0.06,-0.17,0.04
8530,2,2013,2715,2732,2793,2940,7.51,5.99,3.39,0.18,-0.19,0.18
8550,2,2005,2705,2722,2803,2933,7.35,5.88,3.53,0.20,-0.17,0.24
8570,2,1977,2546,2733,2801,2938,7.31,5.97,3.30,0.24,-0.33,0.27
8590,2,1871,1979,2744,2802,2937,7.50,6.34,3.34,0.32,-0.52,0.14
8610,2,1645,1525,2737,2813,2929,8.08,6.31,2.18,0.38,-0.09,0.01
8630,2,1394,1,2641,2822,2924,7.92,6.13,2.28,0.06,0.48,-0.07
8650,2,1396,291,2654,2842,2926,6.83,6.15,3.22,-0.02,0.33,-0.00
8670,2,1311,193,2774,2869,2937,6.68,6.18,3.47,0.26,-0.10,0.13
8690,2,1278,763,2786,2872,2936,6.68,6.29,2.94,0.29,-0.06,0.12
8710,2,1447,970,2783,2896,2950,6.64,6.70,2.68,0.19,-0.01,0.02
8730,2,1540,988,2794,2900,2948,6.86,7.18,2.69,0.19,-0.00,0.01
8750,2,1669,1004,2793,2921,2951,6.58,6.91,2.73,0.11,0.05,0.00
8770,2,1753,1,2796,2902,2962,6.54,6.78,2.96,0.11,0.05,0.02
8790,2,1737,1,2797,2910,2964,6.16,6.89,3.42,0.22,-0.21,-0.02
8810,2,1729,0,2787,2942,2961,6.60,7.08,3.20,0.19,-0.24,-0.04
8830,2,1633,1122,2773,2952,2965,6.98,7.16,2.73,0.08,-0.25,-0.11
9834,2,1199,4,0,2,46,4.84,7.96,-0.13,-0.20,0.07,0.12
9854,2,1200,0,0,0,28,4.72,8.04,-0.04,-0.14,0.06,0.07
9874,2,1189,0,9,1,23,4.83,8.13,-0.10,-0.10,-0.03,0.03
9894,2,1200,0,0,1,34,4.90,8.14,-0.05,-0.10,-0.07,0.01
9914,2,1205,1,0,0,23,4.88,7.99,-0.12,-0.10,-0.05,-0.03
9934,2,1211,6,3,9,25,4.92,7.86,-0.15,-0.04,-0.03,-0.06
9954,2,1211,0,0,2,35,4.93,8.09,-0.12,0.02,-0.00,-0.09
9974,2,1203,0,7,3,34,5.09,8.19,-0.11,0.03,0.00,-0.11
9994,2,1210,1,3,0,32,5.05,8.32,-0.09,0.03,0.01,-0.11
10014,2,1202,0,0,0,26,5.07,8.46,0.01,0.03,-0.03,-0.09
10034,2,1198,0,0,0,46,5.19,8.38,-0.03,0.06,-0.02,-0.09
10054,2,1212,0,0,0,40,5.31,8.65,0.32,0.09,-0.10,-0.09
