t_ms,label,f1,f2,f3,f4,f5,ax,ay,az,gx,gy,gz
10024,0,1325,3180,2701,2765,2995,1.35,0.34,10.64,-0.62,1.24,-0.21
10044,0,1415,3177,2650,2767,2995,1.24,0.46,10.62,-0.24,0.76,-0.07
10064,0,1510,3176,2619,2757,2995,1.49,0.51,10.46,0.26,-0.09,0.21
10084,0,1624,3177,2580,2764,2986,1.43,0.51,10.35,0.79,-0.58,0.34
10104,0,1629,3174,2505,2726,2979,1.63,0.85,10.49,0.93,-0.61,0.31
10124,0,1379,3170,2546,2755,2974,2.03,1.06,10.44,0.81,-0.63,0.20
10144,0,1387,3173,2524,2741,2967,2.24,1.79,10.42,0.42,-0.41,0.16
10164,0,1360,3168,2514,2746,2970,2.47,1.34,10.34,-0.07,0.01,0.13
10184,0,1365,3163,2450,2724,2956,2.11,0.98,10.15,-0.28,0.26,0.13
10204,0,1271,3164,2477,2722,2943,1.66,0.66,9.88,-0.26,0.28,0.13
10224,0,1328,3159,2449,2718,2931,1.47,0.51,10.00,-0.16,0.19,0.08
10244,0,1361,3159,2512,2652,2928,1.40,0.48,10.07,0.16,-0.02,0.08
10264,0,1349,3153,2476,2643,2926,1.27,1.00,10.40,0.24,-0.11,0.04
10284,0,1355,3152,2430,2633,2922,1.53,1.21,10.51,0.11,-0.04,-0.04
10304,0,1343,3153,2412,2606,2921,1.49,1.35,10.41,-0.04,0.04,-0.05
10324,0,1364,3152,2443,2601,2930,1.39,1.12,10.11,-0.07,-0.00,-0.07
10344,0,1340,3153,2417,2584,2926,1.26,0.99,9.94,0.07,-0.06,-0.17
10364,0,1270,3152,2495,2594,2928,1.46,1.33,10.32,0.21,-0.11,-0.19
10384,0,1305,3153,2524,2609,2931,1.65,1.30,10.47,0.21,-0.16,-0.16
10404,0,1298,3155,2524,2608,2935,1.19,1.07,10.63,0.17,-0.13,-0.41
10424,0,1255,3158,2729,2591,2936,0.85,0.53,11.62,0.09,-0.33,-0.61
10444,0,816,3159,2740,2608,2942,0.66,-0.39,12.96,0.08,-0.61,-0.82
10464,0,675,3157,2746,2629,2935,0.94,-0.92,14.33,0.15,-0.96,-0.97
10484,0,334,3157,2756,2634,2938,2.31,-1.15,15.99,0.33,-1.34,-1.01
10504,0,2,3151,2743,2619,2936,2.30,-0.31,18.17,0.49,-1.39,-0.91
10524,0,0,3142,2506,2569,2925,2.69,1.44,19.52,0.34,-1.94,-0.79
10544,0,2,3127,2391,2538,2796,3.32,2.25,19.12,0.10,-2.50,-0.78
10564,0,0,3111,2289,2526,2669,4.38,3.81,18.07,0.18,-2.62,-0.70
10584,0,3,3086,2377,2405,2464,4.23,5.76,16.16,0.21,-3.01,-0.43
10604,0,1,2988,2098,2232,2111,5.48,6.43,14.09,0.32,-3.33,-0.09
10624,0,0,2864,648,1908,1934,6.15,6.91,11.50,0.30,-2.97,0.48
10644,0,1,2615,449,1080,791,6.24,8.65,10.23,0.07,-3.18,0.95
10664,0,7,2100,1,696,413,6.19,8.45,8.29,-0.76,-3.00,1.51
10684,0,2,201,0,656,9,6.07,7.58,6.65,-1.51,-2.67,1.94
10704,0,3,2,5,599,0,5.90,6.73,4.76,-1.88,-2.17,2.21
10724,0,2,0,108,430,0,5.21,4.84,3.57,-2.16,-1.90,2.23
10744,0,1,0,139,471,0,5.03,3.88,2.59,-2.39,-1.81,2.37
10764,0,0,327,218,485,12,4.69,2.89,1.52,-2.48,-1.98,2.33
10784,0,0,900,317,473,0,4.95,1.56,0.80,-2.43,-1.96,2.15
10804,0,2,1151,595,474,0,3.45,0.35,1.67,-2.63,-2.05,1.71
10824,0,0,1323,685,473,4,6.37,-1.48,-2.06,-2.29,-0.86,1.84
10844,0,0,1861,965,477,2,1.70,-0.76,3.17,-2.19,-1.75,1.88
10864,0,3,1886,1249,474,2,5.53,-2.22,-1.99,-1.94,-0.74,1.60
10884,0,1,1992,1129,477,1,8.42,-4.03,-4.87,-2.48,0.08,1.36
10904,0,1,1841,998,476,1,5.03,-3.28,1.24,-2.76,-0.13,1.36
10924,0,7,1732,1392,481,0,4.44,-3.05,1.35,-2.15,0.87,0.98
10944,0,0,1629,1468,472,0,4.59,-5.15,1.33,-1.54,-0.11,0.86
10964,0,1,1464,1060,1,0,3.73,-6.33,0.29,-1.73,0.19,0.23
10984,0,0,1410,886,3,0,3.67,-8.49,0.50,-2.62,0.69,-0.43
11004,0,0,1590,872,0,0,3.29,-8.55,0.59,-2.84,1.31,-0.56
11024,0,1,1594,775,1,2,5.20,-7.99,-1.02,-1.54,1.44,-0.51
11044,0,6,1846,682,1,0,4.41,-7.06,0.35,0.06,0.44,-0.73
11064,0,0,1836,676,1,2,4.41,-6.08,1.50,1.19,-0.49,-0.84
11084,0,6,1681,670,0,8,3.52,-6.79,0.89,1.12,-0.45,-1.29
11104,0,4,1651,669,0,0,2.10,-7.92,-1.05,1.07,0.30,-1.86
11124,0,2,1589,697,0,1,0.62,-8.18,-1.24,1.24,1.15,-2.45
11144,0,2,1606,657,1,1,-0.73,-7.79,-1.94,0.87,1.71,-3.32
11164,0,0,1305,571,0,9,-1.08,-6.29,-2.76,0.49,2.10,-4.14
11184,0,2,1052,0,1,1,-2.18,-5.34,-1.81,0.96,2.21,-4.37
11204,0,1353,1,3,0,0,-3.06,-3.57,-1.32,1.63,2.35,-4.37
11224,0,1370,1,0,1,1,-7.41,-2.40,-1.46,2.29,1.33,-4.37
11244,0,1365,2,3,18,6,-5.86,0.75,-0.34,2.59,2.10,-4.37
11264,0,1368,0,0,3,2,-2.77,-0.36,2.39,3.35,2.82,-4.37
11284,0,1374,1,4,1,0,-5.83,7.46,4.39,3.29,2.42,-4.37
11304,0,1358,1252,1,1,1272,-2.91,11.90,6.01,3.25,1.63,-4.37
11324,0,1360,1330,0,1,1611,-3.56,16.23,11.16,2.15,0.83,-4.37
11344,0,1349,1723,1690,603,2044,-3.62,21.43,12.74,3.12,0.21,-4.37
11364,0,1371,2113,2027,1540,2378,-4.77,24.13,12.70,2.68,1.33,-4.37
11384,0,1389,2541,2180,1988,2838,-2.22,30.15,12.14,3.35,-0.99,-4.37
11404,0,1447,2842,2555,2363,2922,8.02,36.49,12.65,3.65,-1.40,-2.65
11424,0,1531,2885,2782,2441,2997,9.91,30.15,9.32,0.07,1.18,-1.06
11444,0,1851,2949,2902,2486,3021,3.88,23.32,8.67,-3.31,2.85,-2.02
11464,0,1842,3147,2947,2610,3024,4.39,19.45,4.88,-0.53,2.33,-1.71
11484,0,2021,3183,2971,2673,3015,5.54,22.01,9.04,1.74,1.24,0.53
11504,0,2199,3194,2980,2729,3013,2.49,21.86,11.33,0.49,0.38,1.59
11524,0,2194,3207,2978,2751,2994,0.95,19.47,11.14,-1.16,0.80,1.78
11544,0,2272,3208,2982,2757,2996,-0.69,17.03,7.34,-0.75,-0.83,2.52
11564,0,2297,3214,2983,2763,3002,-0.42,14.67,5.75,0.87,-2.23,3.40
11584,0,2369,3215,2980,2771,3005,-1.03,15.15,5.65,1.36,-2.27,3.84
11604,0,2269,3217,2978,2781,3002,-1.57,11.85,5.17,0.50,-1.52,3.75
11624,0,2399,3219,2973,2782,3002,-0.83,9.56,2.90,-1.21,-0.09,3.34
11644,0,2418,3214,2969,2786,3002,-2.15,6.05,1.66,-3.67,1.23,1.96
11664,0,2349,3214,2968,2784,2994,-1.22,1.50,-1.64,-4.23,0.64,1.66
11684,0,2322,3219,2966,2767,3004,-26.25,-3.57,17.87,4.37,-4.37,-4.37
11704,0,2313,3217,2959,2772,2998,-1.89,-5.00,-0.86,1.14,-1.28,2.07
11724,0,2317,3215,2957,2775,3000,0.01,-5.06,-0.85,1.49,-1.45,1.30
11744,0,2315,3215,2950,2772,2996,-0.02,-5.92,-1.19,1.06,-1.24,0.16
11764,0,2317,3217,2951,2773,2995,-0.48,-3.96,-0.02,1.10,0.44,-0.98
11784,0,2334,3217,2947,2778,2989,-0.61,-3.50,0.32,-0.48,0.50,-1.64
11804,0,2327,3217,2948,2775,2989,-0.28,-2.30,-0.34,-0.63,1.02,-2.34
11824,0,2326,3215,2943,2776,2989,-0.89,-1.30,0.05,-0.14,1.23,-2.71
11844,0,2338,3216,2943,2774,2989,-1.72,0.31,0.32,0.77,1.17,-3.11
11864,0,2330,3213,2939,2769,3001,-2.58,3.53,1.07,2.54,1.16,-3.25
11884,0,2333,3215,2928,2758,2999,-4.39,9.41,3.95,3.69,1.32,-3.13
11904,0,2352,3213,2930,2689,3005,-3.28,16.60,4.08,4.37,0.55,-2.36
12908,0,1226,0,1,0,5,1.27,-0.47,10.25,0.50,0.07,0.49
12928,0,1227,0,0,0,0,1.34,-0.58,10.25,0.54,0.07,0.31
12948,0,1241,0,13,0,5,1.39,-0.37,10.46,0.61,0.07,0.13
12968,0,1254,5,0,1,0,1.48,-0.04,10.88,0.59,0.10,0.05
12988,0,1269,0,0,0,1,1.26,0.10,10.93,0.47,0.13,0.10
13008,0,1283,0,2,2,0,1.19,0.27,11.02,0.36,0.05,0.12
13028,0,1252,3,0,3,0,1.22,0.27,10.93,0.29,0.06,0.08
13048,0,1247,5,9,2,0,1.17,0.55,10.82,0.24,0.03,0.01
13068,0,1255,9,7,0,0,1.39,0.81,10.80,0.10,-0.03,-0.02
13088,0,1256,0,3,3,0,1.54,0.84,10.78,-0.00,-0.03,-0.02
13108,0,1248,0,0,1,2,1.50,0.77,10.37,-0.03,-0.04,-0.01
13128,0,1248,2,1,0,0,1.54,0.95,10.09,0.01,-0.07,-0.04
13148,0,1238,0,0,3,0,1.81,1.18,9.93,0.08,-0.13,-0.07
13168,0,1242,0,0,0,0,1.93,1.39,9.94,0.10,-0.15,-0.08
13188,0,1239,0,1,0,0,2.07,1.54,9.87,0.10,-0.13,-0.07
13208,0,1238,0,0,4,12,2.11,1.64,9.90,0.06,-0.09,-0.05
13228,0,1240,2,25,10,3,2.11,1.56,9.71,-0.01,-0.02,-0.06
13248,0,1234,0,2,0,0,1.96,1.60,9.63,0.07,-0.03,-0.07
13268,0,1240,2,3,1,12,1.94,1.63,9.89,0.11,-0.07,-0.06
13288,0,1238,0,1,0,0,1.96,1.66,9.95,0.18,-0.10,-0.08
13308,0,1335,1,16,10,5,1.79,1.45,10.02,0.23,-0.10,-0.14
13328,0,1360,0,0,0,9,1.68,1.19,10.50,0.31,-0.21,-0.28
13348,0,1370,0,2,0,0,1.47,0.56,10.93,0.33,-0.27,-0.35
13368,0,1375,0,0,1,0,1.55,0.32,11.43,0.44,-0.41,-0.34
13388,0,1361,12,0,1,0,1.99,0.31,12.79,0.66,-0.54,-0.51
13408,0,1378,0,6,45,0,2.04,0.54,13.69,0.79,-0.47,-0.69
13428,0,1381,4,0,5,0,1.99,0.28,14.55,0.93,-0.90,-0.82
13448,0,1384,9,0,2,0,2.71,0.78,15.64,1.21,-1.59,-0.92
13468,0,1390,1,3,0,0,4.70,2.30,17.17,1.23,-2.07,-0.83
13488,0,1368,1,1,5,0,6.09,3.71,18.44,0.80,-2.01,-0.58
13508,0,1279,2,0,5,0,6.28,4.84,18.42,0.42,-1.56,-0.19
13528,0,614,0,0,0,13,5.01,5.62,17.11,0.12,-1.53,0.26
13548,0,0,0,9,7,0,4.99,6.86,15.90,-0.21,-2.65,0.60
13568,0,3,4,0,2,12,5.34,7.28,13.97,-0.62,-3.13,1.00
13588,0,5,0,3,1,0,5.52,7.04,11.90,-0.95,-2.82,1.42
13608,0,0,0,17,4,1,4.98,7.25,10.67,-1.30,-2.66,1.81
13628,0,3,0,0,4,18,3.79,6.96,8.34,-2.38,-2.18,1.99
13648,0,0,1,0,1,0,4.12,4.92,8.42,-2.40,-0.54,1.40
13668,0,6,0,0,0,1,3.62,5.73,4.17,-3.31,-2.04,1.15
13688,0,0,1,0,0,3,4.27,3.18,2.48,-1.36,-2.92,2.10
13708,0,7,259,0,0,16,3.80,2.80,5.02,-0.34,-3.91,2.48
13728,0,8,1,0,11,0,4.00,1.33,2.74,-0.12,-3.73,2.74
13748,0,0,2,1,5,0,4.36,0.78,1.31,0.37,-2.82,2.77
13768,0,392,0,16,0,1,4.38,0.26,1.49,-0.54,-2.67,2.53
13788,0,623,0,3,0,0,4.41,-0.42,0.78,-1.63,-2.49,2.05
13808,0,601,0,0,0,0,4.55,-1.11,0.70,-1.92,-1.94,1.86
13828,0,46,0,0,5,0,4.95,-2.42,0.64,-1.99,-1.27,1.61
13848,0,0,0,0,0,7,6.29,-3.39,1.14,-2.07,-0.32,1.12
13868,0,1,0,0,5,0,5.20,-3.46,0.36,-2.09,0.30,0.36
13888,0,6,4,10,0,0,4.91,-4.48,-1.00,-1.19,-0.20,0.73
13908,0,0,0,1,6,3,5.14,-3.12,1.45,-0.63,-0.65,0.93
13928,0,0,1,0,0,0,6.53,-3.55,1.37,-0.21,-0.51,0.93
13948,0,0,2,12,1,5,5.47,-5.03,1.34,-0.57,0.23,0.46
13968,0,1,1,13,0,0,4.91,-5.92,1.69,-1.49,0.33,-0.46
13988,0,5,0,5,1,6,8.67,-5.79,3.35,-1.87,1.62,0.24
14008,0,1,7,0,9,0,6.34,-6.38,0.77,-1.10,0.99,-0.09
14028,0,900,4,1,0,14,6.07,-6.02,1.47,-0.52,0.82,-0.27
14048,0,1221,321,0,0,3,5.73,-5.69,1.33,0.08,0.21,-0.50
14068,0,1033,836,0,2,2,5.32,-5.95,1.27,0.95,-0.02,-0.68
14088,0,1335,833,4,6,0,3.93,-6.27,1.51,0.62,0.25,-1.11
14108,0,1347,775,0,0,0,2.87,-7.07,1.23,0.10,0.55,-1.69
14128,0,1361,784,0,4,0,1.99,-7.12,1.10,-0.40,0.75,-2.31
14148,0,1366,144,0,10,5,1.78,-7.47,-0.56,-0.33,0.99,-2.88
14168,0,1377,10,0,21,5,1.73,-6.58,-0.86,-0.05,1.12,-3.43
14188,0,1418,0,0,5,0,1.40,-5.54,-0.76,0.53,1.45,-3.90
14208,0,1356,0,2,0,4,0.23,-4.45,-0.81,0.86,1.77,-4.35
14228,0,1358,2,1,1,5,-0.27,-3.39,0.70,0.84,1.97,-4.37
14248,0,1359,8,2,0,5,-0.32,-1.60,1.50,0.68,2.02,-4.37
14268,0,1362,1206,1,0,1,-0.31,0.63,2.61,0.73,2.09,-4.37
14288,0,1371,247,3,5,3,-0.68,2.96,2.81,1.01,2.52,-4.37
14308,0,1375,1011,1,0,554,0.04,5.34,3.27,1.84,2.19,-4.37
14328,0,1375,1137,0,1,1249,-2.17,7.37,6.34,3.44,3.16,-4.37
14348,0,1401,1635,0,0,1546,-3.25,13.46,7.31,2.40,2.97,-4.37
14368,0,1366,1840,773,0,1842,-5.36,19.64,9.56,1.59,1.38,-4.37
14388,0,1388,2039,1140,6,2132,-3.66,19.19,8.19,2.08,1.94,-4.37
14408,0,1388,2318,1857,542,2216,-4.90,17.96,8.28,2.19,1.77,-4.37
14428,0,1419,2714,2142,758,2510,-2.56,19.84,8.08,1.61,1.06,-4.37
14448,0,1463,2814,2127,1443,2801,-1.77,22.18,11.29,2.53,1.32,-2.83
14468,0,1455,2918,2315,1769,2962,-1.50,30.04,8.79,1.39,1.71,-2.33
14488,0,1780,3008,2828,2308,3039,-1.11,24.23,9.65,-0.52,1.09,-1.58
14508,0,1714,3151,2727,2557,3041,2.19,20.50,9.61,-1.19,0.59,-1.43
14528,0,1931,3185,2796,2632,3041,3.54,16.93,5.62,0.36,1.86,-1.04
14548,0,1803,3205,2817,2627,3045,2.38,20.26,8.62,1.13,1.56,0.39
14568,0,1520,3210,2826,2673,3055,1.17,19.74,10.25,-0.20,1.10,1.49
14588,0,1825,3214,2811,2740,3051,-0.51,19.18,8.78,-0.72,-0.27,2.29
14608,0,1828,3218,2831,2754,3054,-1.67,16.84,7.71,-0.19,-1.10,2.96
14628,0,1849,3215,2825,2773,3052,-1.71,15.46,7.05,0.30,-1.24,3.28
14648,0,1843,3215,2815,2770,3046,-2.02,15.25,6.88,0.19,-1.11,3.40
14668,0,1662,3214,2821,2787,3046,-2.30,13.06,5.59,0.04,-1.42,3.85
14688,0,1726,3217,2815,2794,3041,-2.48,9.79,4.67,-0.45,-1.60,4.28
14708,0,1882,3216,2784,2794,3029,-1.47,8.01,0.19,-1.20,-1.39,3.78
14728,0,1895,3220,2838,2793,3021,-1.62,3.13,2.19,-2.22,0.32,2.54
14748,0,1789,3218,2834,2808,3021,-1.60,-3.22,-0.57,-2.13,0.67,1.26
14768,0,1986,3218,2836,2810,3023,-1.70,-2.95,-1.87,-1.81,-0.55,0.88
14788,0,1969,3218,2831,2810,3015,-1.80,-5.33,-0.48,-0.94,-1.07,0.55
14808,0,1964,3219,2833,2837,3022,-0.33,-6.14,-1.71,0.85,-0.76,0.00
14828,0,2014,3221,2830,2843,3026,-0.79,-4.54,-1.04,1.52,-0.43,-0.64
14848,0,2014,3219,2911,2843,3028,-0.85,-3.49,-0.37,1.26,0.05,-1.35
14868,0,2162,3222,2914,2854,3019,-0.91,-1.35,0.41,0.92,0.74,-1.99
14888,0,2233,3218,2913,2832,3025,-1.48,-0.13,0.36,0.19,0.59,-2.34
14908,0,2232,3218,2901,2796,3020,0.15,1.37,-1.00,2.61,2.12,-2.99
15912,0,1426,2464,0,1,0,1.89,8.20,5.47,0.25,0.79,-0.01
15932,0,1425,2442,0,1,0,1.82,8.60,5.31,0.42,0.43,-0.08
15952,0,1433,2384,0,31,2,2.00,8.85,5.46,0.49,0.15,-0.13
15972,0,1424,2346,2,0,2,2.12,9.23,5.42,0.51,-0.00,-0.10
15992,0,1400,2310,0,1,1,2.20,9.60,5.25,0.46,0.04,-0.06
16012,0,1403,2231,0,0,1,2.22,9.53,5.08,0.34,0.15,-0.07
16032,0,1388,2039,2,3,2,2.13,9.35,4.78,0.32,0.24,-0.04
16052,0,1365,2006,0,0,0,2.06,9.18,4.58,0.33,0.26,-0.03
16072,0,1366,1939,1,1,0,2.00,9.24,4.48,0.34,0.26,-0.05
16092,0,1362,1852,2,0,3,1.94,9.17,4.37,0.29,0.22,-0.03
16112,0,1361,1776,1,2,0,1.99,9.23,4.18,0.23,0.19,-0.00
16132,0,1365,1746,0,1,0,1.89,9.23,4.15,0.10,0.27,0.01
16152,0,1379,1747,3,1,6,1.75,9.10,4.14,-0.04,0.37,-0.02
16172,0,1374,1752,0,5,2,1.62,8.84,4.05,-0.09,0.38,-0.05
16192,0,1375,1756,0,1,1,1.47,8.88,3.96,-0.05,0.28,-0.10
16212,0,1371,1719,0,0,0,1.53,9.03,3.78,0.03,0.16,-0.15
16232,0,1378,1698,3,2,1,1.62,9.25,3.94,0.09,0.01,-0.15
16252,0,1372,1725,2,2,3,1.78,9.38,3.99,0.07,0.00,-0.09
16272,0,1370,1648,2,0,0,1.80,9.54,4.46,0.01,-0.02,-0.05
16292,0,1365,1219,0,0,1,1.89,9.68,4.42,0.02,-0.06,-0.05
16312,0,1370,1239,1,0,3,2.06,9.81,5.00,0.01,-0.16,-0.09
16332,0,1370,1030,0,0,0,2.20,10.20,5.55,-0.09,-0.24,-0.07
16352,0,1371,0,1,17,2,2.38,10.51,5.90,-0.24,-0.34,-0.02
16372,0,1371,2,0,1,1,2.59,10.82,6.44,-0.30,-0.53,0.07
16392,0,1383,0,0,1,0,3.09,10.97,6.88,-0.50,-0.74,0.24
16412,0,1383,4,0,2,1,3.66,11.05,6.96,-0.67,-0.76,0.41
16432,0,1384,1,0,1,4,3.92,11.07,6.88,-0.85,-0.62,0.54
16452,0,1391,0,3,0,4,3.66,11.28,7.09,-1.01,-0.46,0.59
16472,0,1339,0,1,1,4,3.94,12.50,6.55,-1.14,-0.37,0.63
16492,0,1332,2,0,751,6,4.32,13.10,7.19,-0.90,-0.55,0.89
16512,0,1319,0,2,879,0,4.28,13.89,6.90,-0.93,-0.40,1.38
16532,0,1344,2,0,969,0,4.71,15.39,6.80,-0.92,-0.77,1.88
16552,0,1337,0,1,1039,1,5.28,15.87,6.16,-1.11,-0.64,2.42
16572,0,1338,0,1,1347,5,4.79,15.74,6.57,-1.67,-0.25,2.86
16592,0,1258,5,52,1370,0,3.58,15.20,6.02,-2.32,-0.19,3.11
16612,0,772,2,169,1387,1,3.86,15.44,4.28,-2.94,-0.13,3.22
16632,0,753,1,260,1098,1,3.68,13.18,6.79,-3.60,0.38,3.08
16652,0,2,1,273,1021,1,7.43,8.55,-5.12,-3.98,0.05,3.01
16672,0,1,1,182,523,0,3.50,9.38,2.81,-3.44,-0.93,3.55
16692,0,0,0,2,503,1,2.95,6.87,2.60,-1.99,-2.06,4.07
16712,0,5,1,0,460,1,2.97,4.92,3.93,-1.72,-2.92,4.21
16732,0,0,2,0,0,0,2.79,4.12,4.29,-1.60,-3.00,4.02
16752,0,507,0,0,1,0,3.94,2.77,2.57,-1.32,-2.33,3.82
16772,0,643,1,0,2,0,3.65,1.44,2.63,-1.61,-1.63,3.50
16792,0,332,0,0,1,4,4.71,-0.09,6.22,-1.64,-0.42,2.73
16812,0,308,0,0,2,4,-0.30,1.44,-3.69,-4.17,-2.42,2.69
16832,0,1,1,0,1,0,5.08,-4.44,-0.82,-3.05,-1.76,2.18
16852,0,2,1,3,0,1,2.96,-0.06,1.94,-2.85,-1.51,2.21
16872,0,1,1,5,0,0,4.38,-2.30,1.46,-1.92,-0.75,1.77
16892,0,2,0,2,0,17,4.96,-4.64,0.89,-1.73,-0.51,1.22
16912,0,1,1,2,1,0,4.54,-4.44,0.28,-1.50,-0.37,1.09
16932,0,3,1,0,2,1,5.11,-4.14,0.82,-0.73,-0.81,1.03
16952,0,0,1,3,1,0,5.82,-4.14,0.31,-0.43,-0.38,0.90
16972,0,1,0,24,1,0,5.65,-4.84,1.07,-0.56,-0.53,0.76
16992,0,285,0,0,3,3,4.67,-4.27,2.29,-0.47,-0.16,0.56
17012,0,0,0,0,0,2,4.93,-7.43,0.00,-1.74,0.08,-0.45
17032,0,1,0,1,1,0,3.76,-9.31,-0.13,-2.35,1.19,-0.56
17052,0,1,3,0,0,5,5.01,-7.47,-0.68,-1.15,1.40,-0.68
17072,0,2,4,0,0,0,4.38,-6.96,-0.37,-0.20,0.93,-0.85
17092,0,409,0,0,2,0,3.70,-6.37,-0.76,1.04,0.61,-1.15
17112,0,0,0,1,1,3,2.49,-6.76,-0.75,1.53,0.34,-1.86
17132,0,44,3,0,2,1,1.73,-6.99,-0.61,1.58,0.69,-2.33
17152,0,534,5,39,1,0,1.38,-5.62,-1.15,1.09,1.12,-2.94
17172,0,578,0,1,1,0,0.80,-5.19,-0.66,0.66,1.53,-3.54
17192,0,5,1,1,1,0,0.58,-4.25,-0.42,0.29,1.85,-4.16
17212,0,393,3,0,5,3,0.19,-3.40,0.16,0.11,2.05,-4.37
17232,0,1352,3,1,0,0,0.07,-2.11,1.17,0.41,2.31,-4.37
17252,0,1388,0,0,1,0,-0.47,-0.44,2.28,0.91,2.36,-4.37
17272,0,1378,0,0,1,0,1.26,3.41,3.09,1.52,1.94,-4.37
17292,0,1422,1,1,1,0,-0.29,5.20,6.42,2.55,1.29,-4.37
17312,0,1417,1,2,0,0,0.28,6.47,6.95,3.50,1.29,-4.37
17332,0,1418,1,1,0,0,0.31,15.11,9.73,2.97,1.02,-4.37
17352,0,1384,601,0,1,1651,-1.03,16.09,9.22,2.39,1.48,-4.37
17372,0,1354,1349,1455,601,2211,-3.30,20.39,8.47,3.43,0.23,-4.37
17392,0,1410,2252,1837,1416,2505,-0.21,28.96,8.99,4.37,-2.49,-4.37
17412,0,1717,2798,2067,1860,2836,10.70,33.16,7.52,4.32,-3.23,-2.07
17432,0,1787,2933,2387,2118,2950,13.31,23.75,4.16,0.15,-1.07,-0.72
17452,0,1878,3011,2728,2279,2995,13.09,23.82,4.25,-2.46,2.90,-1.69
17472,0,2150,3159,2858,2484,3007,8.87,21.09,2.16,-0.04,2.04,-0.58
17492,0,2256,3192,2923,2547,3022,7.16,21.16,6.44,1.11,0.03,0.84
17512,0,2174,3210,2953,2588,3026,7.70,19.89,8.50,0.14,0.47,1.45
17532,0,2263,3219,2954,2642,3029,5.41,17.13,7.20,-0.99,1.42,1.81
17552,0,2281,3222,2934,2695,3038,2.47,14.72,5.99,-0.44,0.72,2.25
17572,0,2288,3221,2876,2780,3033,1.04,14.49,5.22,1.09,-1.04,3.04
17592,0,2288,3221,2890,2813,3031,2.05,12.98,6.43,1.06,-1.08,3.37
17612,0,2229,3219,2887,2829,3034,0.91,12.05,4.67,-0.94,0.47,2.67
17632,0,2270,3220,2901,2840,3027,0.02,8.52,2.52,-2.27,0.40,2.52
17652,0,2254,3221,2898,2859,3024,-0.16,4.14,2.21,-1.87,0.03,2.48
17672,0,2261,3220,2898,2860,3028,-1.67,2.23,3.92,-0.83,-0.77,2.60
17692,0,2239,3220,2897,2872,3025,-0.53,-1.32,0.95,0.12,-1.55,2.33
17712,0,2226,3219,2898,2873,3024,-0.37,-3.21,-0.60,-0.31,-1.56,1.40
17732,0,2217,3220,2895,2870,3017,0.88,-4.85,-0.92,0.28,-0.70,-0.38
17752,0,2223,3218,2901,2872,3018,1.44,-3.33,-1.39,-0.82,-0.03,-0.85
17772,0,2217,3221,2896,2864,3017,-1.09,-4.09,-1.51,0.49,0.37,-1.36
17792,0,2178,3215,2891,2868,3020,-0.20,-2.94,-0.21,-0.16,0.63,-1.86
17812,0,2215,3216,2890,2869,3019,-0.48,-2.39,-0.02,-0.14,0.40,-2.17
17832,0,2219,3216,2892,2859,3015,-1.00,-1.27,0.66,0.55,0.84,-2.56
17852,0,2223,3216,2889,2845,3009,-1.78,0.36,0.54,0.83,1.21,-3.21
17872,0,2243,3217,2883,2833,3007,-1.77,2.94,2.39,1.45,1.23,-3.98
17892,0,2244,3212,2873,2828,3013,-3.05,7.13,1.94,2.22,0.79,-4.27
17912,0,2248,3216,2868,2798,3009,-3.42,12.47,2.84,3.40,0.55,-3.73
18916,0,0,3148,2643,2541,2990,3.90,8.04,1.85,0.38,-0.18,0.20
18936,0,1,3124,2629,2495,2935,3.29,8.03,1.75,0.26,0.14,0.20
18956,0,0,3107,2577,2415,2860,3.31,8.57,1.53,0.27,0.57,0.23
18976,0,1,3085,2500,2285,2718,3.94,8.67,1.03,0.16,0.84,0.20
18996,0,2,3061,2465,2033,2637,3.38,8.05,1.33,0.06,1.06,0.01
19016,0,2,3009,2380,1869,2297,3.13,8.07,1.51,-0.08,1.24,-0.10
19036,0,0,2974,2089,1441,2291,3.03,7.92,1.27,0.01,1.25,-0.19
19056,0,0,2855,1780,1621,2021,3.22,7.99,1.95,0.18,1.28,-0.26
19076,0,0,2741,893,1526,1934,3.42,8.28,2.71,0.28,1.40,-0.24
19096,0,79,2675,221,726,860,3.40,8.49,2.49,0.17,1.50,-0.27
19116,0,530,2590,0,0,619,3.27,8.47,2.60,0.07,1.63,-0.36
19136,0,1192,2525,3,1,260,2.97,8.66,2.90,0.12,1.75,-0.46
19156,0,1287,2338,6,7,0,3.14,9.08,3.24,0.18,1.62,-0.53
19176,0,1299,1191,5,5,0,3.53,9.29,3.45,0.18,1.44,-0.57
19196,0,1305,0,7,1,2,3.82,9.55,3.87,0.25,1.48,-0.45
19216,0,1349,1,0,5,0,3.64,9.79,4.47,0.30,1.63,-0.35
19236,0,1357,0,0,6,0,3.22,9.70,4.70,0.16,1.57,-0.32
19256,0,1377,0,16,1,0,2.99,9.43,4.93,0.01,1.30,-0.30
19276,0,1366,2,1,0,0,2.99,9.25,5.10,0.05,1.03,-0.30
19296,0,1366,5,5,7,0,2.71,9.39,5.85,0.05,0.88,-0.34
19316,0,1347,0,0,0,7,2.79,9.48,6.07,0.13,0.70,-0.30
19336,0,1352,0,0,1,9,2.97,9.86,6.04,0.31,0.45,-0.14
19356,0,1363,3,12,2,2,3.01,10.58,6.56,0.28,0.17,-0.05
